Experiment	Sample	Timepoint	Replicate	sample_id	study	project_id	contact	creator	run_date	Strain Description	Strain	Base Media	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Temperature (C)	pH	Antibiotic for selection	Culture Type	Growth Rate (1/hr)	Evolved Sample	Isolate Type	Sequencing Machine	Additional Details	Biological Replicates	DOI	GEO	Published	SRX	Run	LibraryLayout	Platform
ecoli_00068	wt_ade	0	1	minspan__wt_ade__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	adenine (10mM)	37	7		Batch		No		GAIIX		1	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315215	SRR922263	PAIRED	ILLUMINA
ecoli_00069	wt_glc	0	1	minspan__wt_glc__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		GAIIX		4	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315212	SRR922260	PAIRED	ILLUMINA
ecoli_00070	wt_glc	0	2	minspan__wt_glc__2	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		GAIIX		4	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315213	SRR922261	PAIRED	ILLUMINA
ecoli_00071	wt_glc	0	3	minspan__wt_glc__3	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		GAIIX		4	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315214	SRR922262	PAIRED	ILLUMINA
ecoli_00072	wt_glc	0	4	minspan__wt_glc__4	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		MiSeq	Bridging Study between MiSeq & GAIIX	4		GSE122211	1	SRX4985301	SRR8164486	PAIRED	ILLUMINA
ecoli_00073	wt_glc_anaero	0	1	minspan__wt_glc_anaero__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)		sauer trace element mixture		37	7		Batch		No		GAIIX		2	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315218	SRR922266	PAIRED	ILLUMINA
ecoli_00074	wt_glc_anaero	0	2	minspan__wt_glc_anaero__2	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)		sauer trace element mixture		37	7		Batch		No		GAIIX		2	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315219	SRR922267	PAIRED	ILLUMINA
ecoli_00075	wt_trp	0	1	minspan__wt_trp__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	L-tryptophan (20mg/L)	37	7		Batch		No		GAIIX		1	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315216	SRR922264	PAIRED	ILLUMINA
ecoli_00076	bw_delcra_glc	0	1	minspan__bw_delcra_glc__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli BW25113 del_cra	BW25113	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		GAIIX		2	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315222	SRR922270	PAIRED	ILLUMINA
ecoli_00077	bw_delcra_glc	0	2	minspan__bw_delcra_glc__2	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli BW25113 del_cra	BW25113	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq	Bridging Study between MiSeq & GAIIX	2		GSE122211	1	SRX4985302	SRR8164487	PAIRED	ILLUMINA
ecoli_00078	bw_delcra_trp	0	1	minspan__bw_delcra_trp__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli BW25113 del_cra	BW25113	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	L-tryptophan (20mg/L)	37	7	Kanamycin	Batch		No		GAIIX		1	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315223	SRR922271	PAIRED	ILLUMINA
ecoli_00079	bw_delmntr	0	1	minspan__bw_delmntr__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli BW25113 del_mntR	BW25113	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		GAIIX		1	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315224	SRR922272	PAIRED	ILLUMINA
ecoli_00080	bw_delnac_ade	0	1	minspan__bw_delnac_ade__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli BW25113 del_nac	BW25113	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	adenine (10mM)	37	7	Kanamycin	Batch		No		GAIIX		1	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315221	SRR922269	PAIRED	ILLUMINA
ecoli_00081	bw_delnac_glc	0	1	minspan__bw_delnac_glc__1	MinSpan	minspan	Aarash Bordbar	Haythem Latif	10/1/2012	Escherichia coli BW25113 del_nac	BW25113	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		GAIIX		1	doi.org/10.15252/msb.20145243	GSE48324	1	SRX315220	SRR922268	PAIRED	ILLUMINA
ecoli_00082	wt_ac	0	1	cra_crp__wt_ac__1	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	7/8/2014	Escherichia coli K-12 MG1655	MG1655	M9	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7		Batch	0.25	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865361	SRR1787594	PAIRED	ILLUMINA
ecoli_00083	wt_ac	0	2	cra_crp__wt_ac__2	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	7/8/2014	Escherichia coli K-12 MG1655	MG1655	M9	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7		Batch	0.25	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865362	SRR1787595	PAIRED	ILLUMINA
ecoli_00084	wt_fru	0	1	cra_crp__wt_fru__1	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	7/8/2014	Escherichia coli K-12 MG1655	MG1655	M9	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7		Batch	0.53	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865359	SRR1787592	PAIRED	ILLUMINA
ecoli_00085	wt_fru	0	2	cra_crp__wt_fru__2	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	7/8/2014	Escherichia coli K-12 MG1655	MG1655	M9	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7		Batch	0.53	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865360	SRR1787593	PAIRED	ILLUMINA
ecoli_00086	delcra_ac	0	1	cra_crp__delcra_ac__1	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	11/19/2014	Escherichia coli K-12 MG1655 del_cra	MG1655	M9	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7	Kanamycin	Batch	0.08	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865367	SRR1787600	PAIRED	ILLUMINA
ecoli_00087	delcra_ac	0	2	cra_crp__delcra_ac__2	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	11/19/2014	Escherichia coli K-12 MG1655 del_cra	MG1655	M9	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7	Kanamycin	Batch	0.08	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865368	SRR1787601	PAIRED	ILLUMINA
ecoli_00088	delcra_fru	0	1	cra_crp__delcra_fru__1	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	11/17/2014	Escherichia coli K-12 MG1655 del_cra	MG1655	M9	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7	Kanamycin	Batch	0.69	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865365	SRR1787598	PAIRED	ILLUMINA
ecoli_00089	delcra_fru	0	2	cra_crp__delcra_fru__2	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	11/17/2014	Escherichia coli K-12 MG1655 del_cra	MG1655	M9	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7	Kanamycin	Batch	0.69	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865366	SRR1787599	PAIRED	ILLUMINA
ecoli_00090	delcra_glc	0	1	cra_crp__delcra_glc__1	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	11/18/2014	Escherichia coli K-12 MG1655 del_cra	MG1655	M9	glucose(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7	Kanamycin	Batch	0.67	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865363	SRR1787596	PAIRED	ILLUMINA
ecoli_00091	delcra_glc	0	2	cra_crp__delcra_glc__2	Cra/Crp	cra_crp	Donghyuk Kim	Donghyuk Kim	11/18/2014	Escherichia coli K-12 MG1655 del_cra	MG1655	M9	glucose(2)	NH4Cl(1)	O2	aebersold trace element mixture		37	7	Kanamycin	Batch	0.67	No		MiSeq		2	doi.org/10.1093/nar/gky069	GSE65643	1	SRX865364	SRR1787597	PAIRED	ILLUMINA
ecoli_00092	wt_031	0	1	rpoB__wt_031__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	8/7/2013	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2			37	7		Chemostat		No		MiSeq	chemostat w/ dilution rate 0.31 h^-1	1	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651939	SRR1514293	PAIRED	ILLUMINA
ecoli_00093	wt_044	0	1	rpoB__wt_044__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	8/7/2013	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2			37	7		Chemostat		No		MiSeq	chemostat w/ dilution rate 0.44 h^-1	1	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651940	SRR1514294	PAIRED	ILLUMINA
ecoli_00094	wt_lb	0	1	rpoB__wt_lb__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655	MG1655	LB			O2			37	7		Batch	1.42	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651938	SRR1514291	PAIRED	ILLUMINA
ecoli_00095	wt_lb	0	2	rpoB__wt_lb__2	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655	MG1655	LB			O2			37	7		Batch	1.42	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651938	SRR1514292	PAIRED	ILLUMINA
ecoli_00096	rpoBE546V_031	0	1	rpoB__rpoBE546V_031__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	8/13/2013	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Chemostat		No		MiSeq	chemostat w/ dilution rate 0.31 h^-1	1	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651943	SRR1514298	PAIRED	ILLUMINA
ecoli_00097	rpoBE546V_044	0	1	rpoB__rpoBE546V_044__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	8/13/2013	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Chemostat		No		MiSeq	chemostat w/ dilution rate 0.44 h^-1	1	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651944	SRR1514299	PAIRED	ILLUMINA
ecoli_00098	rpoBE546V_lb	0	1	rpoB__rpoBE546V_lb__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	LB			O2			37	7	Kanamycin	Batch	1.34	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651942	SRR1514296	PAIRED	ILLUMINA
ecoli_00099	rpoBE546V_lb	0	2	rpoB__rpoBE546V_lb__2	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	LB			O2			37	7	Kanamycin	Batch	1.34	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651942	SRR1514297	PAIRED	ILLUMINA
ecoli_00100	rpoBE546V_glc	0	1	rpoB__rpoBE546V_glc__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/20/2013	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.85	No		MiSeq		1	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651941	SRR1514295	PAIRED	ILLUMINA
ecoli_00101	rpoBE672K_glc	0	1	rpoB__rpoBE672K_glc__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655 rpoBE672K	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.88	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651945	SRR1514300	PAIRED	ILLUMINA
ecoli_00102	rpoBE672K_glc	0	2	rpoB__rpoBE672K_glc__2	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655 rpoBE672K	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.88	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651945	SRR1514301	PAIRED	ILLUMINA
ecoli_00103	rpoBE672K_lb	0	1	rpoB__rpoBE672K_lb__1	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655 rpoBE672K	MG1655	LB			O2			37	7	Kanamycin	Batch	1.4	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651946	SRR1514302	PAIRED	ILLUMINA
ecoli_00104	rpoBE672K_lb	0	2	rpoB__rpoBE672K_lb__2	RpoB Knock-in	rpoB	Jose Utrilla	Jose Utrilla	12/18/2013	Escherichia coli K-12 MG1655 rpoBE672K	MG1655	LB			O2			37	7	Kanamycin	Batch	1.4	No		MiSeq		2	doi.org/10.1016/j.cels.2016.04.003	GSE59377	1	SRX651946	SRR1514303	PAIRED	ILLUMINA
ecoli_00105	wt_fru	0	1	crp__wt_fru__1	Crp ARs	crp	Haythem Latif	Haythem Latif	8/15/2013	Escherichia coli K-12 MG1655	MG1655	M9	fructose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		MiSeq		1	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837339	SRR1751336;SRR1751337;SRR1751338	PAIRED	ILLUMINA
ecoli_00106	wt_glyc	0	1	crp__wt_glyc__1	Crp ARs	crp	Haythem Latif	Haythem Latif	8/14/2013	Escherichia coli K-12 MG1655	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		MiSeq		2	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837344	SRR1751347;SRR1751348;SRR1751349	PAIRED	ILLUMINA
ecoli_00107	wt_glyc	0	2	crp__wt_glyc__2	Crp ARs	crp	Haythem Latif	Haythem Latif	8/14/2013	Escherichia coli K-12 MG1655	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		MiSeq		2	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837345	SRR1751350;SRR1751351;SRR1751352	PAIRED	ILLUMINA
ecoli_00108	delar1_glyc	0	1	crp__delar1_glyc__1	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr1	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		2	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837322	SRR1751295;SRR1751296;SRR1751297	PAIRED	ILLUMINA
ecoli_00109	delar1_glyc	0	2	crp__delar1_glyc__2	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr1	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		2	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837323	SRR1751298;SRR1751299;SRR1751300	PAIRED	ILLUMINA
ecoli_00110	delar1ar2_glyc	0	1	crp__delar1ar2_glyc__1	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr1delAr2	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837324	SRR1751301;SRR1751302;SRR1751303	PAIRED	ILLUMINA
ecoli_00111	delar1ar2_glyc	0	2	crp__delar1ar2_glyc__2	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr1delAr2	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837325	SRR1751304;SRR1751305;SRR1751306	PAIRED	ILLUMINA
ecoli_00112	delar1ar2_glyc	0	3	crp__delar1ar2_glyc__3	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr1delAr2	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837326	SRR1751307;SRR1751308;SRR1751309	PAIRED	ILLUMINA
ecoli_00113	delar2_glyc	0	1	crp__delar2_glyc__1	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr2	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837327	SRR1751310;SRR1751311;SRR1751312	PAIRED	ILLUMINA
ecoli_00114	delar2_glyc	0	2	crp__delar2_glyc__2	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr2	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837328	SRR1751313;SRR1751314	PAIRED	ILLUMINA
ecoli_00115	delar2_glyc	0	3	crp__delar2_glyc__3	Crp ARs	crp	Haythem Latif	Haythem Latif	4/8/2014	Escherichia coli K-12 MG1655 crp_delAr2	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837329	SRR1751315;SRR1751316;SRR1751317	PAIRED	ILLUMINA
ecoli_00116	delcrp_fru	0	1	crp__delcrp_fru__1	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	fructose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837330	SRR1751318;SRR1751319	PAIRED	ILLUMINA
ecoli_00117	delcrp_fru	0	2	crp__delcrp_fru__2	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	fructose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837331	SRR1751320;SRR1751321	PAIRED	ILLUMINA
ecoli_00118	delcrp_fru	0	3	crp__delcrp_fru__3	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	fructose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837332	SRR1751322;SRR1751323	PAIRED	ILLUMINA
ecoli_00119	delcrp_glc	0	1	crp__delcrp_glc__1	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837333	SRR1751324;SRR1751325	PAIRED	ILLUMINA
ecoli_00120	delcrp_glc	0	2	crp__delcrp_glc__2	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837334	SRR1751326;SRR1751327	PAIRED	ILLUMINA
ecoli_00121	delcrp_glc	0	3	crp__delcrp_glc__3	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837335	SRR1751328;SRR1751329	PAIRED	ILLUMINA
ecoli_00122	delcrp_glyc	0	1	crp__delcrp_glyc__1	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837336	SRR1751330;SRR1751331	PAIRED	ILLUMINA
ecoli_00123	delcrp_glyc	0	2	crp__delcrp_glyc__2	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837337	SRR1751332;SRR1751333	PAIRED	ILLUMINA
ecoli_00124	delcrp_glyc	0	3	crp__delcrp_glyc__3	Crp ARs	crp	Haythem Latif	Haythem Latif	3/27/2014	Escherichia coli K-12 MG1655 del_crp	MG1655	M9	glycerol(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch		No		MiSeq		3	doi.org/10.1371/journal.pone.0197272	GSE64849	1	SRX837338	SRR1751334;SRR1751335	PAIRED	ILLUMINA
ecoli_00125	glu_ale3	0	1	glu__glu_ale3__1	Glucose Evolution	glu	Ryan LaCroix	Richard Szubin	4/15/2013	Escherichia coli GLU.3.412.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	1.01	Endpoint	Clonal	MiSeq	GLU A3 F412 I1	1	doi.org/10.1128/AEM.02246-14	GSE61327	1	SRX699437	SRR1573437	PAIRED	ILLUMINA
ecoli_00126	glu_ale4	0	1	glu__glu_ale4__1	Glucose Evolution	glu	Ryan LaCroix	Richard Szubin	4/16/2013	Escherichia coli GLU.4.403.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.98	Endpoint	Clonal	MiSeq	GLU A4 F403 I1	1	doi.org/10.1128/AEM.02246-14	GSE61327	1	SRX699438	SRR1573438	PAIRED	ILLUMINA
ecoli_00127	glu_ale5	0	1	glu__glu_ale5__1	Glucose Evolution	glu	Ryan LaCroix	Richard Szubin	4/16/2013	Escherichia coli GLU.5.288.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	1.01	Endpoint	Clonal	MiSeq	GLU A5 F288 I1	1	doi.org/10.1128/AEM.02246-14	GSE61327	1	SRX699439	SRR1573439	PAIRED	ILLUMINA
ecoli_00128	glu_ale6	0	1	glu__glu_ale6__1	Glucose Evolution	glu	Ryan LaCroix	Richard Szubin	4/19/2013	Escherichia coli GLU.6.406.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	1	Endpoint	Clonal	MiSeq	GLU A6 F406 I1	1	doi.org/10.1128/AEM.02246-14	GSE61327	1	SRX699440	SRR1573440	PAIRED	ILLUMINA
ecoli_00129	glu_ale8	0	1	glu__glu_ale8__1	Glucose Evolution	glu	Ryan LaCroix	Richard Szubin	5/1/2013	Escherichia coli GLU.8.380.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.99	Endpoint	Clonal	MiSeq	GLU A8 F380 I1	1	doi.org/10.1128/AEM.02246-14	GSE61327	1	SRX699442	SRR1573442	PAIRED	ILLUMINA
ecoli_00130	glu_ale9	0	1	glu__glu_ale9__1	Glucose Evolution	glu	Ryan LaCroix	Richard Szubin	5/18/2013	Escherichia coli GLU.9.433.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	1.01	Endpoint	Clonal	MiSeq	GLU A9 F422 I1	1	doi.org/10.1128/AEM.02246-14	GSE61327	1	SRX699443	SRR1573443	PAIRED	ILLUMINA
ecoli_00131	glu_ale10	0	1	glu__glu_ale10__1	Glucose Evolution	glu	Ryan LaCroix	Richard Szubin	5/19/2013	Escherichia coli GLU.10.418.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	1.02	Endpoint	Clonal	MiSeq	GLU A10 F418 I1	1	doi.org/10.1128/AEM.02246-14	GSE61327	1	SRX699444	SRR1573444	PAIRED	ILLUMINA
ecoli_00132	wt_42c	0	1	42c__wt_42c__1	42C Evolution	42c	Ryan LaCroix	Richard Szubin	5/1/2013	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		42	7		Batch	0.82	No		MiSeq		1	doi.org/10.1093/molbev/msu209	GSE132442	1	SRX6027824	SRR9257363	PAIRED	ILLUMINA
